iter	MultiClass
174	0.08294619511
175	0.08264889133
176	0.08220580684
177	0.08198872093
178	0.08174186653
179	0.08139246178
180	0.08109405668
181	0.08089215229
182	0.08077920682
183	0.0806135282
184	0.08049119137
185	0.08017942412
186	0.0799245162
187	0.0797252037
188	0.07950144311
189	0.07912896665
190	0.07893843996
191	0.07868683504
192	0.07847585717
193	0.07818000814
194	0.07791605751
195	0.07766863967
196	0.07738426313
197	0.07711838325
198	0.07699554653
199	0.07670637477
200	0.07652509483
201	0.07622795396
202	0.07594013876
203	0.07567801683
204	0.07537683968
205	0.07525579241
206	0.07506809422
207	0.0748129193
208	0.0746813117
209	0.07439846546
210	0.07429117786
211	0.073909374
212	0.07375968043
213	0.07351280872
214	0.07334159219
215	0.07314945454
216	0.07297534364
217	0.0728764062
218	0.07277567724
219	0.07262114959
220	0.07242688586
221	0.07232904478
222	0.07217490089
223	0.07206854644
224	0.07190850895
225	0.07170514399
226	0.07155745002
227	0.07136165852
228	0.07114208528
229	0.07096740188
230	0.07076692822
231	0.07054323393
232	0.0703655858
233	0.07000875976
234	0.06992662969
235	0.06966492621
236	0.06954526154
237	0.06942107569
238	0.06929759167
239	0.06909695438
240	0.06883107464
241	0.06870603374
242	0.06855846377
243	0.06835456796
244	0.06816305877
245	0.06802568981
246	0.06793285799
247	0.06778834244
248	0.06753571916
249	0.06742310898
250	0.0672132483
251	0.06698866936
252	0.06685951033
253	0.06676414056
254	0.06657261622
255	0.06644324726
256	0.06627198499
257	0.06615472152
258	0.06604256665
259	0.06594447439
260	0.06583476938
261	0.06569812555
262	0.06549591962
263	0.06531652395
264	0.06519996718
265	0.06509288916
266	0.0649474818
267	0.06473611267
268	0.06450295563
269	0.06434387957
270	0.06416848057
271	0.06408319498
272	0.06394289761
273	0.06374248663
274	0.06357557605
275	0.06347806167
276	0.06335969289
277	0.06320071017
278	0.06300067763
279	0.06289388149
280	0.06276689688
281	0.06271934591
282	0.06257489985
283	0.06235507877
284	0.0621841612
285	0.06202476076
286	0.06190849708
287	0.06180849895
288	0.06172231101
289	0.06166891403
290	0.06139134811
291	0.06121050756
292	0.06109737367
293	0.06099133393
294	0.06089426164
295	0.060666927
296	0.06051100446
297	0.06041876743
298	0.06037230463
299	0.06019775232
300	0.06008073854
301	0.05997078665
302	0.05988463882
303	0.0596997231
304	0.0595368632
305	0.05942872021
306	0.05924344884
307	0.05908814858
308	0.05897691704
309	0.05890698624
310	0.05876242027
311	0.05862750014
312	0.05854549538
313	0.058422565
314	0.05834576127
315	0.05820096432
316	0.05809176854
317	0.05798095657
318	0.05786232438
319	0.0577280849
320	0.05753087334
321	0.05739852959
322	0.05729080854
323	0.05719479188
324	0.05706340344
325	0.05694756523
326	0.05677040946
327	0.0566198748
328	0.05640079744
329	0.05615556467
330	0.05606934952
331	0.0559415134
332	0.05588009388
333	0.0557292579
334	0.05553215314
335	0.0553767526
336	0.05533451206
337	0.05523660316
338	0.05508081648
339	0.054986397
340	0.05488483698
341	0.05476060744
342	0.05464007294
343	0.05452350908
344	0.0544004154
345	0.0542835785
346	0.05422265664
347	0.05415534287
348	0.0540821281
349	0.05391523325
350	0.0537690895
351	0.05368422576
352	0.05362420351
353	0.05347385762
354	0.05333400845
355	0.05323073534
356	0.05312550603
357	0.0530948829
358	0.05298390925
359	0.05288719097
360	0.05283774543
361	0.05275161301
362	0.052654634
363	0.05242557539
364	0.0523722844
365	0.0523017683
366	0.05219158585
367	0.05211132141
368	0.0519759815
369	0.05184484847
370	0.05176060441
371	0.05158644017
372	0.05149499194
373	0.05143932597
374	0.05137039015
375	0.05123923173
376	0.0511533182
377	0.05104283867
378	0.05095644322
379	0.05090214207
380	0.05074192449
381	0.05060331794
382	0.05053344936
383	0.0504480163
384	0.05041041082
385	0.05034657681
386	0.0501913001
387	0.05005802615
388	0.04996586796
389	0.04990889616
390	0.0498047616
391	0.04961772936
392	0.04955546337
393	0.04945028918
394	0.04938948743
395	0.04933489519
396	0.04922986612
397	0.04916873861
398	0.04906532467
399	0.04897504263
400	0.04889205278
401	0.0488097677
402	0.04873412091
403	0.0485300079
404	0.04844085458
405	0.04835520066
406	0.04824929055
407	0.04819761329
408	0.04803727411
409	0.04794708474
410	0.04789291808
411	0.04785623655
412	0.04768073705
413	0.04756590646
414	0.04746230422
415	0.04737464329
416	0.04729922026
417	0.04724156038
418	0.0471387865
419	0.04708280587
420	0.04702430321
421	0.04695331163
422	0.04686481551
423	0.04678012681
424	0.04666863855
425	0.04658347351
426	0.04653241442
427	0.0464160748
428	0.04634788866
429	0.04629189926
430	0.04623616833
431	0.04604126949
432	0.04592508189
433	0.04583026821
434	0.04577952906
435	0.04572300907
436	0.04558851625
437	0.04551110979
438	0.04536025936
439	0.04526934888
440	0.04509460783
441	0.04500451456
442	0.04493412405
443	0.04484981258
444	0.0447878667
445	0.04473434073
446	0.04470252963
447	0.04463197492
448	0.04456810435
449	0.04446973018
450	0.0443658014
451	0.04426609811
452	0.04420520956
453	0.044144576
454	0.0440874192
455	0.04403599331
456	0.04399964485
457	0.04392070389
458	0.04387979674
459	0.04380776796
460	0.04375209454
461	0.0436132992
462	0.04350442416
463	0.0434530009
464	0.04336563282
465	0.04328122399
466	0.04324091236
467	0.04312529269
468	0.04306988099
469	0.04301165739
470	0.04292988764
471	0.04277285681
472	0.0427293735
473	0.04264914824
474	0.0425846093
475	0.04252953912
476	0.04244803954
477	0.04236806194
478	0.04227168902
479	0.04216352779
480	0.04209815356
481	0.04204533583
482	0.04196485231
483	0.04189466997
484	0.0418233383
485	0.0417531997
486	0.0416981524
487	0.04163637468
488	0.04155800728
489	0.04149670677
490	0.04142277993
491	0.04138450638
492	0.0413176713
493	0.04127605738
494	0.04119747161
495	0.04115439717
496	0.04110122443
497	0.04103642298
498	0.04097269856
499	0.04085821735
500	0.04080860507
501	0.04076036054
502	0.04072191299
503	0.040668812
504	0.04060055904
505	0.04052881452
506	0.04048203031
507	0.04041720347
508	0.04032984946
509	0.04021944684
510	0.04016267439
511	0.04014306256
512	0.040101651
513	0.04005783444
514	0.03998993297
515	0.03988564568
516	0.03982896007
517	0.03976643014
518	0.03968555293
519	0.03964767783
520	0.03959968699
521	0.03955714946
522	0.03948549787
523	0.03941163305
524	0.03932181271
525	0.03921952545
526	0.03909672758
527	0.03904190315
528	0.03893130144
529	0.03888629979
530	0.03883021768
531	0.03879880917
532	0.03877393424
533	0.03866937572
534	0.03863179472
535	0.03855491548
536	0.03852405616
537	0.03848455171
538	0.03843723061
539	0.03838315624
540	0.03832469951
541	0.03830324917
542	0.03826426914
543	0.03819768185
544	0.03811860757
545	0.0380615094
546	0.03801349387
547	0.0379655854
548	0.03788594642
549	0.0378189534
550	0.03775227635
551	0.03766112214
552	0.03761270366
553	0.03754199735
554	0.03750157531
555	0.0374606882
556	0.03743177443
557	0.03736278237
558	0.03727641961
559	0.03716808946
560	0.03712495241
561	0.03699160839
562	0.03692058976
563	0.0368046742
564	0.03673678892
565	0.03666879376
566	0.0365739797
567	0.03652563028
568	0.03646927282
569	0.03641090713
570	0.03634548539
571	0.03626774764
572	0.03623439718
573	0.03610636553
574	0.03607647882
575	0.03604251604
576	0.03602278307
577	0.03598652783
578	0.03589288043
579	0.03584741024
580	0.03578755862
581	0.03572579553
582	0.03565889847
583	0.0355917529
584	0.03549952229
585	0.03546169976
586	0.03537735772
587	0.03532942451
588	0.03524375869
589	0.03515190643
590	0.0351120421
591	0.03504411392
592	0.03500510775
593	0.03493435237
594	0.03487557684
595	0.03483073463
596	0.03480614671
597	0.03475359494
598	0.03470980956
599	0.03463452204
600	0.03457784749
601	0.03453981801
602	0.03450274457
603	0.03446399314
604	0.03440983327
605	0.03434989373
606	0.03425169913
607	0.03421639863
608	0.03414913915
609	0.03405691536
610	0.0340225795
611	0.03396484042
612	0.03392387392
613	0.03385352189
614	0.03381981653
615	0.03377597421
616	0.03373811636
617	0.03367209247
618	0.03359666461
619	0.03352680037
620	0.03341531441
621	0.03330737763
622	0.03326601064
623	0.03321218771
624	0.03314305875
625	0.03309835667
626	0.03298839465
627	0.0329179568
628	0.03288951071
629	0.03283059847
630	0.03278334147
631	0.03273421078
632	0.03268350498
633	0.03260927749
634	0.03255477369
635	0.03251239609
636	0.03246109184
637	0.03240658681
638	0.0323709508
639	0.032341211
640	0.03230157314
641	0.03226743774
642	0.03223313101
643	0.03214189497
644	0.03204042294
645	0.0319696183
646	0.03192984359
647	0.03190320094
648	0.03187437312
649	0.03184287037
650	0.03178270116
651	0.03176167278
652	0.03173821318
653	0.03163262657
654	0.03158274643
655	0.03150962728
656	0.03147614555
657	0.03142062164
658	0.03139403287
659	0.03132411073
660	0.03130480882
661	0.03125024773
662	0.03121383726
663	0.03117472641
664	0.03111297113
665	0.0310800492
666	0.03103053741
667	0.03099210216
668	0.03091990542
669	0.03087410681
670	0.03084496268
671	0.03081391506
672	0.03077868588
673	0.03072895084
674	0.0306741016
675	0.03064818299
676	0.03059664403
677	0.03056786136
678	0.03054560083
679	0.03049079457
680	0.03041440108
681	0.03037374064
682	0.03034138039
683	0.03027843525
684	0.03022469858
685	0.03018373121
686	0.03013132676
687	0.03009239944
688	0.03003291995
689	0.02998013427
690	0.02994190781
691	0.02990141442
692	0.02988362922
693	0.02982546051
694	0.02977520323
695	0.02974199635
696	0.02967983904
697	0.02965429233
698	0.02960934776
699	0.02954974406
700	0.02952319261
701	0.02948058762
702	0.02946105735
703	0.02941581223
704	0.0293855051
705	0.02934432773
706	0.0293017996
707	0.029242802
708	0.02918009977
709	0.02913295857
710	0.02908733135
711	0.02903575616
712	0.02901317996
713	0.0289976983
714	0.02895395852
715	0.02888725929
716	0.02884298011
717	0.0288129618
718	0.02876562176
719	0.0287127343
720	0.02864872463
721	0.02860067657
722	0.0285423688
723	0.02846612374
724	0.02844952274
725	0.02838951468
726	0.02831655705
727	0.02828009224
728	0.02823112507
729	0.02820276728
730	0.0281195638
731	0.02810490475
732	0.02804469288
733	0.02799763373
734	0.02794365257
735	0.02792445945
736	0.0278710986
737	0.02784069291
738	0.02780137537
739	0.02777113119
740	0.0277205793
741	0.02767988752
742	0.02765927967
743	0.02757160352
744	0.02754424577
745	0.02750317911
746	0.02744493658
747	0.02738268245
748	0.02735068009
749	0.02732992523
750	0.02726657558
751	0.02721672552
752	0.02713824987
753	0.02710386309
754	0.02706437372
755	0.02700364291
756	0.02696886424
757	0.02692819547
758	0.02690920604
759	0.02686507971
760	0.02683794548
761	0.02678329171
762	0.02674069631
763	0.02671456509
764	0.02667761367
765	0.02662667511
766	0.02659402501
767	0.02656982449
768	0.02653991092
769	0.02650286936
770	0.02647890713
771	0.02643392592
772	0.02641723928
773	0.02636657681
774	0.0263268219
775	0.02629305107
776	0.02626043786
777	0.02622749798
778	0.02618526631
779	0.02613715308
780	0.02609527509
781	0.02606420937
782	0.02603978779
783	0.02600702129
784	0.02593944256
785	0.02588459984
786	0.02584193017
787	0.0258094915
788	0.02576852298
789	0.02572620826
790	0.0256770057
791	0.02559685578
792	0.02557369339
793	0.02551951994
794	0.02548032095
795	0.02542572525
796	0.02537312483
797	0.02532445871
798	0.0253012453
799	0.02526738425
800	0.02523260455
801	0.02520859807
802	0.02518322486
803	0.02516828155
804	0.02510592623
805	0.02503765513
806	0.02501233378
807	0.02496774731
808	0.02493075497
809	0.02490874511
810	0.02489070603
811	0.02486389556
812	0.02483160151
813	0.02481019116
814	0.02476099408
815	0.02472843062
816	0.02469658791
817	0.02465756665
818	0.02462842648
819	0.02456376039
820	0.02452987524
821	0.0245050573
822	0.02443299049
823	0.02441046821
824	0.0243914667
825	0.02435813313
826	0.02432558788
827	0.02427421717
828	0.02426170468
829	0.02421038524
830	0.024162743
831	0.02413314725
832	0.02410480181
833	0.02406986066
834	0.02403687521
835	0.02397908434
836	0.02394106787
837	0.02391416327
838	0.02387453119
839	0.02385816908
840	0.02381898956
841	0.02379765186
842	0.02377142596
843	0.0237443278
844	0.02371414533
845	0.02369270112
846	0.02366587181
847	0.02362862407
848	0.02357577763
849	0.02356163947
850	0.02352087017
851	0.02349440051
852	0.02346771476
853	0.02342099263
854	0.02339767315
855	0.02337325737
856	0.0233414827
857	0.02330038845
858	0.02325362285
859	0.02323602779
860	0.02320873909
861	0.02317482733
862	0.02314206908
863	0.02309447927
864	0.02306906352
865	0.02305214208
866	0.02303224515
867	0.02299312115
868	0.02296332487
869	0.02293054597
870	0.02290088715
871	0.02288512098
872	0.02287308539
873	0.02283454807
874	0.02279602486
875	0.0227694325
876	0.02274954019
877	0.0226912396
878	0.02264910779
879	0.02261638427
880	0.02257906683
881	0.02255117941
882	0.02250976102
883	0.02247772293
884	0.02244403569
885	0.02242577243
886	0.02240253718
887	0.02233639688
888	0.02229900263
889	0.02225689543
890	0.02222976658
891	0.02219088349
892	0.02214895079
893	0.0221109408
894	0.02207802084
895	0.02200405925
896	0.02198339084
897	0.02195600425
898	0.02191666097
899	0.02189682806
900	0.02186251111
901	0.02184500273
902	0.02181377583
903	0.02178777863
904	0.02177171608
905	0.02174722262
906	0.02172318288
907	0.02168149127
908	0.02163344395
909	0.02161825649
910	0.0215931232
911	0.02156272488
912	0.02150896494
913	0.0214786679
914	0.02146574208
915	0.02144922821
916	0.02143271496
917	0.02140552827
918	0.02138482879
919	0.02135417198
920	0.02132034104
921	0.02130378799
922	0.02127188778
923	0.02122437718
924	0.02119174613
925	0.02116286095
926	0.0211242035
927	0.02108829451
928	0.02106150817
929	0.02103906514
930	0.02101077297
931	0.02098020686
932	0.02095501646
933	0.02093889569
934	0.020897559
935	0.02087240663
936	0.02085580912
937	0.02082316247
938	0.0207794119
939	0.02075822209
940	0.0207355122
941	0.02070497535
942	0.02067383441
943	0.02064628531
944	0.02061637522
945	0.02059569611
946	0.02055074786
947	0.02052491894
948	0.02047007038
949	0.02045562799
950	0.02044078383
951	0.02041970814
952	0.02039518677
953	0.02036704858
954	0.02033289551
955	0.02031809635
956	0.02030549509
957	0.02028043294
958	0.02026142988
959	0.02022992165
960	0.02021922688
961	0.02018095198
962	0.02015459024
963	0.02013713501
964	0.02011433198
965	0.02009229227
966	0.02007592552
967	0.0200280225
968	0.01998411133
969	0.01996000655
970	0.01993845992
971	0.01991758849
972	0.01990092871
973	0.0198643541
974	0.01982772829
975	0.01981330915
976	0.01979541049
977	0.01976296422
978	0.01974705549
979	0.01972463452
980	0.01969345187
981	0.01967818526
982	0.01965678209
983	0.01963152152
984	0.01960625493
985	0.01956293622
986	0.01954177346
987	0.01950560485
988	0.01948473353
989	0.01946365289
990	0.01941898753
991	0.01938374355
992	0.01936056651
993	0.01933190972
994	0.01930302663
995	0.01928141385
996	0.01926342358
997	0.01924854825
998	0.01921321361
999	0.01918587734
